POS_MSISDN,Distributer,Plan Name,Customer Tenure,Tenure Category,Status,Status Reason,Segment1,Segment2,Churn Flag,Customer Interaction Score,Loyalty Points,Data Usage Tier,Customer Segment Change Flag
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,10,70,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Contract Ended,Prepaid,PRO,1,6,84,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Premium Orange Plan,125,Long-term,Active,Good Service,Prepaid,Corporate,0,5,85,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,143,Long-term,Active,Good Service,Postpaid,Corporate,0,8,85,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,12,Short-term,Deactive,Better Offer Elsewhere,Prepaid,PRO,1,3,31,2,TRUE
ORG4023,HPLDFN NBRL,Student Plan 5,137,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,10,75,1,TRUE
ORG4101,FRBNDHJTF BBDBLJ,Orange 90,125,Long-term,Active,Good Service,Postpaid,Residential,0,7,85,3,FALSE
ORG3207,HPLDFN XJNHT,Basic Orange Plan,128,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,9,65,1,TRUE
ORG3132,FJFLDTBLFT,Basic Orange Plan,82,Short-term,Soft Suspended,Customer request,Prepaid,PRO,1,9,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Governorates 10,3,Short-term,Deactive,Service Quality,Postpaid,Corporate,0,4,68,2,FALSE
ORG3922,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,117,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,1,5,84,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Better Offer Elsewhere,Prepaid,PRO,0,1,36,2,FALSE
ORG3872,JNTFRNBL DFPBRTNFNTT,YO 9 Max,102,Medium-term,Deactive,Lack of Usage,Prepaid,Residential,0,5,69,1,TRUE
ORG4218,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,149,Long-term,Active,Good Service,Prepaid,Residential,1,6,85,1,TRUE
ORG2268,HPLDFN XJNHT,Family Orange Plan 10,145,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,1,2,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Moved,Postpaid,Corporate,0,6,56,2,TRUE
ORG3451,DBV FJFLD TBLFT THPP,Orange 90,12,Short-term,Deactive,Technical Difficulties,Postpaid,Residential,1,7,89,3,FALSE
ORG3592,FRBNDHJTF - JRBJD DJTZ DFNTFR,Orange 20,37,Short-term,Deactive,Technical Difficulties,Postpaid,Residential,1,7,20,2,FALSE
ORG2378,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,153,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,65,1,TRUE
ORG3866,F-THPP,Orange 90,16,Short-term,Deactive,Network Issues,Postpaid,Residential,1,5,75,3,TRUE
ORG2495,FRBNDHJTF-XBHDBT,Orange 90,140,Long-term,Active,Good Service,Postpaid,Residential,0,6,85,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,9,22,2,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Short Visit Line,151,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,1,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,5,35,2,FALSE
ORG4101,FRBNDHJTF - ZBRRB,Orange 90,21,Short-term,Deactive,Network Issues,Postpaid,Residential,1,6,59,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,120,Long-term,Active,Good Service,Postpaid,Corporate,0,6,65,3,TRUE
ORG3448,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,126,Long-term,Active,Good Service,Prepaid,Residential,0,5,85,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Service Quality,Prepaid,PRO,1,6,37,2,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,71,Short-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,31,1,TRUE
ORG3375,HPLDFN NBRL,Family Orange Plan 10,114,Medium-term,Soft Suspended,Customer request,Prepaid,Residential,0,10,55,1,TRUE
ORG3607,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,84,Short-term,Soft Suspended,Document verification,Prepaid,PRO,0,10,55,2,TRUE
ORG4071,HPLDFN XJNHT,Student Plan 5,84,Short-term,Soft Suspended,Document verification,Prepaid,Residential,0,10,55,1,TRUE
ORG4231,HPLDFN NBRL,Orange 9 Max,109,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,46,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,19,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,6,83,3,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,120,Long-term,Active,Good Service,Postpaid,PRO,0,6,65,3,TRUE
ORG3592,FRBNDHJTF - JRBJD DJTZ DFNTFR,Orange 90,13,Short-term,Deactive,Price,Postpaid,Residential,1,4,58,3,TRUE
ORG2647,JNTFRNBL DFPBRTNFNTT,Student Plan 5,151,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,9,75,1,TRUE
ORG4233,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,134,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,6,75,1,TRUE
ORG4188,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Student Plan 5,116,Medium-term,Soft Suspended,Technical issue,Prepaid,Residential,0,10,55,1,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,104,Medium-term,Active,Good Service,Postpaid,PRO,0,8,65,3,TRUE
ORG2705,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Moved,Prepaid,Residential,1,6,85,1,TRUE
ORG4369,HPLDFN XJNHT,Premium Orange Plan,97,Medium-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,5,75,1,FALSE
ORG3448,BL - LPRB (JT),Orange 30,30,Short-term,Deactive,Billing Issues,Postpaid,Residential,1,7,12,3,FALSE
ORG2775,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,100,Medium-term,Deactive,Technical Difficulties,Prepaid,Residential,1,10,33,1,TRUE
ORG2694,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,89,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,10,79,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,64,Short-term,Active,Good Service,Postpaid,Corporate,0,8,65,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,6,39,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Service Quality,Prepaid,PRO,1,5,49,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,5,78,2,FALSE
ORG4023,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,YO 9 Max,70,Short-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,6,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Moved,Postpaid,Corporate,1,5,66,2,TRUE
ORG3029,HPLDFN NBRL,Student Plan 5,147,Long-term,Active,Good Service,Prepaid,Residential,0,5,85,1,FALSE
ORG2495,FRBNDHJTF-DJTZ NBLL,Basic Orange Plan,118,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,80,1,TRUE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Service Quality,Prepaid,Residential,1,6,63,1,FALSE
ORG3592,FRBNDHJTF - JRBJD DJTZ DFNTFR,Family Orange Plan 10,96,Medium-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,10,55,1,FALSE
ORG2868,FJFLDTBLFT,Governorates 10,119,Medium-term,Active,Good Service,Postpaid,PRO,0,7,65,3,TRUE
ORG3592,HPLDFN NBRL,Student Plan 5,137,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,7,75,1,TRUE
ORG2378,HPLDFN NBRL,Student Plan 5,149,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,10,75,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Moved,Prepaid,PRO,1,6,41,2,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Contract Ended,Prepaid,PRO,1,5,51,2,TRUE
ORG3592,FRBNDHJTF - DBHZFT BL-ZBTNJN,Orange 20,31,Short-term,Deactive,Personal Reasons,Postpaid,Residential,1,7,35,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,120,Long-term,Active,Good Service,Postpaid,Corporate,0,5,65,3,TRUE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,111,Medium-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,4,27,1,TRUE
ORG3299,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,127,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,10,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,117,Medium-term,Active,Good Service,Postpaid,Corporate,0,2,65,3,TRUE
ORG2263,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,100,Medium-term,Soft Suspended,Customer request,Prepaid,Residential,0,10,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,127,Long-term,Active,Good Service,Prepaid,Corporate,0,8,85,3,TRUE
ORG3207,DJRFDT TVPPPRT,Basic Orange Plan,118,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,10,10,1,TRUE
ORG3992,FJFLDTBLFT,Basic Orange Plan,149,Long-term,Hard Suspended,Non-payment,Prepaid,PRO,0,5,65,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,78,Short-term,Active,Good Service,Prepaid,PRO,0,9,65,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,117,Medium-term,Active,Good Service,Postpaid,Corporate,0,6,65,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Better Offer Elsewhere,Prepaid,PRO,1,5,55,2,FALSE
ORG2694,HPLDFN NBRL,Student Plan 5,104,Medium-term,Active,Good Service,Prepaid,Residential,0,6,65,1,FALSE
ORG3801,DJRFDT TVPPPRT,Family Orange Plan 20,92,Medium-term,Soft Suspended,Service upgrade,Prepaid,PRO,0,6,55,1,FALSE
ORG2708,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,121,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,4,65,1,TRUE
ORG4028,FRBNDHJTF NBDBBB THPP,Student Plan 5,70,Short-term,Hard Suspended,Non-payment,Prepaid,Residential,0,1,10,1,FALSE
ORG3178,DJRFDT TVPPPRT,Basic Orange Plan,141,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,3,65,1,TRUE
ORG2495,FRBNDHJTF-DJTZ NBLL,Basic Orange Plan,40,Short-term,Deactive,Moved,Prepaid,Residential,1,5,13,1,TRUE
ORG2268,HPLDFN NBRL,Premium Orange Plan,147,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,6,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,152,Long-term,Active,Good Service,Prepaid,Corporate,0,8,85,3,FALSE
ORG2868,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,YO 9 Max,116,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,3,74,1,TRUE
ORG3866,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,74,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,5,71,1,TRUE
ORG3132,TBFFXBZ 7TH DJRDLF,Senior Plan,109,Medium-term,Active,Good Service,Postpaid,PRO,0,7,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,95,Medium-term,Active,Good Service,Postpaid,Corporate,0,7,65,3,TRUE
ORG4101,FRBNDHJTF - TBFFXBZ THNBJTBNJ,Basic Orange Plan,119,Medium-term,Soft Suspended,Document verification,Prepaid,Residential,0,7,55,1,TRUE
ORG2877,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,142,Long-term,Active,Good Service,Prepaid,Residential,0,5,85,1,FALSE
ORG2507,HPLDFN NBRL,Student Plan 5,134,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,7,75,1,TRUE
ORG4028,DJRFDT TVPPPRT,Family Orange Plan 20,100,Medium-term,Soft Suspended,Technical issue,Prepaid,PRO,0,8,55,1,TRUE
ORG3665,FJFLDTBLFT,Basic Orange Plan,116,Medium-term,Soft Suspended,Technical issue,Prepaid,PRO,0,10,55,1,TRUE
ORG4233,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,141,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,65,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Network Issues,Prepaid,PRO,1,6,30,2,FALSE
ORG2660,JNTFRNBL DFPBRTNFNTT,Orange 9 Max,149,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,8,65,1,FALSE
ORG3957,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 20,137,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,10,65,1,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,42,Short-term,Deactive,Personal Reasons,Postpaid,PRO,1,6,29,3,TRUE
ORG2253,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,133,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,1,65,1,TRUE
ORG3132,RPZBL DPVRT THPP (RD),Traveler's Plan,99,Medium-term,Active,Good Service,Prepaid,Corporate,0,1,65,3,TRUE
ORG2889,HPLDFN NBRL,Premium Orange Plan,88,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,58,1,FALSE
ORG4101,FRBNDHJTF - TBFFXBZ 7TH DJRDLF,Orange 90,17,Short-term,Deactive,Billing Issues,Postpaid,Residential,1,2,77,3,TRUE
ORG3997,HPLDFN NBRL,Student Plan 5,152,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,9,75,1,TRUE
ORG3925,HPLDFN XJNHT,Basic Orange Plan,141,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,3,65,1,TRUE
ORG2268,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,75,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,5,20,1,TRUE
ORG3650,HPLDFN NBRL,Student Plan 7,124,Long-term,Active,Good Service,Prepaid,Residential,0,7,85,1,TRUE
ORG4400,HPLDFN NBRL,Student Plan 5,115,Medium-term,Active,Good Service,Prepaid,Residential,0,5,65,1,TRUE
ORG2234,HPLDFN NBRL,Basic Orange Plan,108,Medium-term,Active,Good Service,Prepaid,Residential,0,7,65,1,TRUE
ORG2712,JBBBL BL-NBTFR,Orange 13 Max,102,Medium-term,Soft Suspended,Technical issue,Prepaid,Residential,0,8,55,1,TRUE
ORG2767,BJRPPRT TFRNJNBL 1,Traveler's Plan,64,Short-term,Active,Good Service,Prepaid,Residential,0,8,65,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,7,84,2,TRUE
ORG4101,FRBNDHJTF BBZBDFR THPP,Orange 90,23,Short-term,Deactive,Technical Difficulties,Postpaid,Residential,1,7,36,3,FALSE
ORG2868,FJFLDTBLFT,Orange 45,99,Medium-term,Active,Good Service,Postpaid,PRO,0,7,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,5,20,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Contract Ended,Prepaid,PRO,1,4,83,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Business Plan,53,Short-term,Deactive,Billing Issues,Postpaid,Corporate,1,5,55,3,TRUE
ORG3854,HPLDFN XJNHT,Premium Orange Plan,122,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,4,65,1,TRUE
ORG4135,DJRFDT TVPPPRT,Basic Orange Plan,135,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,8,65,1,TRUE
ORG3369,BRBBB DFNTFR,Governorates 10,112,Medium-term,Active,Good Service,Postpaid,PRO,0,7,65,3,FALSE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,123,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,65,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,68,Short-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 45,153,Long-term,Active,Good Service,Postpaid,Corporate,0,5,85,3,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,7,66,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Business Plan,120,Long-term,Active,Good Service,Postpaid,Corporate,0,8,65,3,TRUE
ORG3466,JNTFRNBL DFPBRTNFNTT,Premium Orange Plan,133,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,2,65,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,7,19,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,5,20,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,97,Medium-term,Soft Suspended,Customer request,Prepaid,PRO,0,10,55,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,7,52,2,TRUE
ORG3801,HPLDFN XJNHT,Family Orange Plan 10,152,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,6,75,1,FALSE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,30,Short-term,Deactive,Moved,Postpaid,PRO,1,7,62,3,FALSE
ORG3451,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 20,144,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,10,65,1,FALSE
ORG4370,HPLDFN NBRL,Orange 9 Max,93,Medium-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,6,55,1,TRUE
ORG3607,HPLDFN XJNHT,Student Plan 5,85,Short-term,Soft Suspended,Document verification,Prepaid,Residential,0,10,55,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,141,Long-term,Active,Good Service,Prepaid,PRO,0,6,85,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Price,Postpaid,Corporate,1,2,56,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Service Quality,Prepaid,PRO,1,7,39,2,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,78,Short-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,9,36,1,TRUE
ORG4294,HPLDFN XJNHT,Family Orange Plan 10,76,Short-term,Soft Suspended,Document verification,Prepaid,Residential,0,8,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Student Plan 9,134,Long-term,Hard Suspended,Illegal usage,Prepaid,Corporate,0,4,65,3,FALSE
ORG3866,FJBFR TFBN THPP,Humat Al Watan 8,147,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,7,75,3,TRUE
ORG3369,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Student Plan 5,103,Medium-term,Active,Good Service,Prepaid,Residential,0,7,65,1,TRUE
ORG3567,FRBNDHJTF TPVR BBB BL NBDJNBH THPP,Governorates 10,92,Medium-term,Active,Good Service,Postpaid,PRO,0,5,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,153,Long-term,Active,Good Service,Prepaid,Corporate,0,1,85,3,TRUE
ORG2708,BL-BBTHFR HPPT,Orange 90,94,Medium-term,Active,Good Service,Postpaid,Residential,0,6,65,3,FALSE
ORG3871,HPLDFN NBRL,Student Plan 5,147,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,6,75,1,TRUE
ORG3207,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,85,Short-term,Soft Suspended,Customer request,Prepaid,Residential,0,6,55,1,TRUE
ORG2495,FRBNDHJTF-DJTZ NBLL,Senior Plan,32,Short-term,Deactive,Personal Reasons,Postpaid,Residential,1,6,76,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,20,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,5,42,3,TRUE
ORG3253,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Billing Issues,Prepaid,Residential,1,5,71,1,TRUE
ORG3871,HPLDFN XJNHT,Student Plan 5,85,Short-term,Soft Suspended,Document verification,Prepaid,Residential,0,9,55,1,TRUE
ORG3866,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,152,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,6,75,1,TRUE
ORG2647,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,86,Short-term,Active,Good Service,Prepaid,Residential,0,6,65,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Better Offer Elsewhere,Prepaid,PRO,1,1,76,2,TRUE
ORG3872,HPLDFN NBRL,Student Plan 5,151,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,10,75,1,TRUE
ORG3567,FRBNDHJTF XBDJ NVTB THPP,Orange 90,90,Medium-term,Active,Good Service,Postpaid,Residential,0,8,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Price,Postpaid,Corporate,1,6,26,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Corporate,1,7,55,2,TRUE
ORG4034,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,144,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,10,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 20,117,Medium-term,Active,Good Service,Postpaid,Corporate,0,7,65,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,119,Medium-term,Soft Suspended,Service upgrade,Prepaid,PRO,0,9,55,2,TRUE
ORG2694,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,100,Medium-term,Active,Good Service,Prepaid,Residential,0,10,65,1,TRUE
ORG4188,JRBJD VNJVFRTJTZ TTRFFT,Orange 30,62,Short-term,Active,Good Service,Postpaid,Residential,0,6,65,3,FALSE
ORG2284,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,151,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,10,75,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Network Issues,Prepaid,PRO,1,5,71,2,TRUE
ORG3665,JNTFRNBL DFPBRTNFNTT,Student Plan 7,68,Short-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,55,1,FALSE
ORG3448,BBNJ LFNBNFH (JT),Premium Orange Plan,76,Short-term,Active,Good Service,Prepaid,Residential,0,8,65,1,TRUE
ORG2694,HPLDFN NBRL,Student Plan 7,129,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,7,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Moved,Postpaid,Corporate,1,6,58,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Lack of Usage,Prepaid,PRO,1,7,36,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Unknown,140,Long-term,Active,Good Service,Postpaid,Corporate,0,6,85,3,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,144,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,1,65,1,FALSE
ORG3866,F-THPP,Orange 60,64,Short-term,Deactive,Technical Difficulties,Postpaid,Residential,1,7,34,2,TRUE
ORG3132,TBFFJLFH  (JT),Orange 90,116,Medium-term,Active,Good Service,Postpaid,Residential,0,8,65,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Moved,Prepaid,PRO,1,2,47,2,TRUE
ORG3856,HPLDFN NBRL,Student Plan 5,120,Long-term,Active,Good Service,Prepaid,Residential,0,6,65,1,TRUE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,144,Long-term,Active,Good Service,Prepaid,Residential,0,6,85,1,FALSE
ORG3448,BJRPPRT TFRNJNBL 1,Family Orange Plan 10,95,Medium-term,Soft Suspended,Technical issue,Prepaid,Residential,0,10,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,41,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,2,84,2,TRUE
ORG3622,HPLDFN NBRL,Orange 9 Max,116,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,48,1,TRUE
ORG3622,HPLDFN NBRL,Student Plan 5,68,Short-term,Soft Suspended,Technical issue,Prepaid,Residential,0,8,55,1,TRUE
